Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Test Cases/Login/TC_LOG_03,Edge Chromium 145.0.3800.82,,,06-03-2026 15:56:59,06-03-2026 15:57:26,26.827s,PASSED
openBrowser(url),Edge Chromium 145.0.3800.82,,,06-03-2026 15:56:59,06-03-2026 15:57:02,2.247s,PASSED
maximizeWindow(),Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:02,06-03-2026 15:57:02,0.110s,PASSED
delay(3),Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:02,06-03-2026 15:57:05,3.019s,PASSED
"click(findTestObject(""Register/button_Masuk""))",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:05,06-03-2026 15:57:05,0.487s,PASSED
"setText(findTestObject(""Login/input_Nomor HP atau email""), ""aaaaaaaa"")",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:05,06-03-2026 15:57:07,2.118s,PASSED
"verifyElementPresent(findTestObject(""Login/p_Email harus berupa alamat email yang valid""), 3)",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:07,06-03-2026 15:57:08,0.395s,PASSED
delay(5),Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:08,06-03-2026 15:57:13,5.009s,PASSED
"if (verifyElementClickable(findTestObject(""Login/button_Masuk Akun""), OPTIONAL))",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:13,06-03-2026 15:57:23,10.048s,WARNING
"verifyElementNotClickable(findTestObject(""Login/button_Masuk Akun""))",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:23,06-03-2026 15:57:23,0.283s,PASSED
delay(3),Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:23,06-03-2026 15:57:26,3.009s,PASSED
,,,,,,,
Test Cases/Login/TC_LOG_04,Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:26,06-03-2026 15:57:47,20.316s,PASSED
openBrowser(url),Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:26,06-03-2026 15:57:29,2.285s,PASSED
maximizeWindow(),Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:29,06-03-2026 15:57:29,0.317s,PASSED
delay(3),Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:29,06-03-2026 15:57:32,3.025s,PASSED
"click(findTestObject(""Register/button_Masuk""))",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:32,06-03-2026 15:57:32,0.438s,PASSED
"setText(findTestObject(""Login/input_Nomor HP atau email""), ""081217171661"")",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:32,06-03-2026 15:57:35,2.607s,PASSED
"click(findTestObject(""Login/button_Masuk Akun""))",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:35,06-03-2026 15:57:36,0.677s,PASSED
"setText(findTestObject(""Login/input_Show password""), password)",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:36,06-03-2026 15:57:37,0.968s,PASSED
delay(5),Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:37,06-03-2026 15:57:42,5.014s,PASSED
"click(findTestObject(""Login/button_Masuk Akun""))",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:42,06-03-2026 15:57:42,0.430s,PASSED
"if (verifyElementClickable(findTestObject(""Login/button_Masuk Akun""), OPTIONAL))",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:42,06-03-2026 15:57:43,0.887s,PASSED
"verifyTextPresent(""Phone Number tidak ditemukan"", false)",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:43,06-03-2026 15:57:44,0.577s,PASSED
delay(3),Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:44,06-03-2026 15:57:47,3.004s,PASSED
,,,,,,,
Test Cases/Login/TC_LOG_05,Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:47,06-03-2026 15:58:01,14.527s,PASSED
openBrowser(url),Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:47,06-03-2026 15:57:49,2.182s,PASSED
maximizeWindow(),Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:49,06-03-2026 15:57:49,0.179s,PASSED
delay(3),Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:49,06-03-2026 15:57:52,3.016s,PASSED
"click(findTestObject(""Register/button_Masuk""))",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:52,06-03-2026 15:57:52,0.426s,PASSED
"setText(findTestObject(""Login/input_Nomor HP atau email""), valid_email)",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:52,06-03-2026 15:57:55,2.055s,PASSED
"click(findTestObject(""Login/button_Masuk Akun""))",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:55,06-03-2026 15:57:55,0.568s,PASSED
"setText(findTestObject(""Login/input_Show password""), ""password"")",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:55,06-03-2026 15:57:56,0.959s,PASSED
"click(findTestObject(""Login/button_Masuk Akun""))",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:56,06-03-2026 15:57:56,0.420s,PASSED
"if (verifyElementClickable(findTestObject(""Login/button_Masuk Akun""), OPTIONAL))",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:56,06-03-2026 15:57:57,1.024s,PASSED
"verifyTextPresent(""Kata sandi salah"", false)",Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:57,06-03-2026 15:57:58,0.597s,PASSED
delay(3),Edge Chromium 145.0.3800.82,,,06-03-2026 15:57:58,06-03-2026 15:58:01,3.008s,PASSED
,,,,,,,
Test Cases/Login/TC_LOG_06,Edge Chromium 145.0.3800.82,,,06-03-2026 15:58:01,06-03-2026 15:58:15,14.150s,PASSED
openBrowser(url),Edge Chromium 145.0.3800.82,,,06-03-2026 15:58:01,06-03-2026 15:58:03,2.147s,PASSED
maximizeWindow(),Edge Chromium 145.0.3800.82,,,06-03-2026 15:58:03,06-03-2026 15:58:03,0.156s,PASSED
delay(3),Edge Chromium 145.0.3800.82,,,06-03-2026 15:58:03,06-03-2026 15:58:06,3.022s,PASSED
"click(findTestObject(""Register/button_Masuk""))",Edge Chromium 145.0.3800.82,,,06-03-2026 15:58:06,06-03-2026 15:58:07,0.450s,PASSED
delay(5),Edge Chromium 145.0.3800.82,,,06-03-2026 15:58:07,06-03-2026 15:58:12,5.012s,PASSED
"verifyElementNotClickable(findTestObject(""Login/button_Masuk Akun""))",Edge Chromium 145.0.3800.82,,,06-03-2026 15:58:12,06-03-2026 15:58:12,0.280s,PASSED
delay(3),Edge Chromium 145.0.3800.82,,,06-03-2026 15:58:12,06-03-2026 15:58:15,3.017s,PASSED
